app_id,name,playtime_minutes,playtime_hours,playtime_2weeks,img_icon_url,img_logo_url
343710,KHOLAT,210,3.5,0,77c0fe5a1f94460962d547716a1391bb0ad8264e,
1046930,Dota Underlords,17,0.28,0,1f6f64144e8cc371c5382660e48998dfbe0a708e,
1048100,Peekaboo,224,3.73,0,c622417b1d4167ca71a2efb1daa2ea6af76c0d60,
266310,GameGuru Classic,4,0.07,0,07c5b9b14641c60336cb89f05531f077dea2936a,
1061910,Metal: Hellsinger,396,6.6,0,380101087101052cd304c1bc107672e6c0da815e,
1062160,Poly Bridge 2,107,1.78,0,9be50a08f160c70f07d4f870ca12c909242ad332,
927380,Yakuza Kiwami 2,1952,32.53,0,c3b2e69aa75de5afae7c0a52176ec2ba8ee16fa5,
761890,Albion Online,104,1.73,0,c58d1e42e59a9c6cc57c8da69d944b37ba45a0e2,
1070580,Drift86,221,3.68,0,4a23c4e85e64d2d41d287bded0047b0762cf65e8,
359320,Elite Dangerous,1609,26.82,1508,670f2f289a180f7ac291585df847009640ebf1c5,
275390,Guacamelee! Super Turbo Championship Edition,743,12.38,0,933dbbe576dca66cc46757e58871b2ae597a16bf,
1088710,Yakuza 3 Remastered,1944,32.4,0,2f3717fbf9b898644b9a77cefd7a851c7c805bd7,
1091500,Cyberpunk 2077,7600,126.67,0,15ba5f5437473a1b4d628b3b87223e84f4cfdf38,
1092790,Inscryption,0,0.0,0,25c02dcbabe97febe787797195099325a4d47935,
44350,GRID 2,421,7.02,0,78dfd2533e0ee4cdf981cf13fbdea9596f1ed433,
1094710,Royal Crown,132,2.2,0,38f5fb93ee0b19c4a9e5122bb1c77d54880da4d0,
1097150,Fall Guys,275,4.58,0,6c027709b9eb1417c993bc7d513b97b232002368,
1098340,Zup! 9,0,0.0,0,ef9b21c970bc390231a02adbfd955c02cbe57ab1,
1105500,Yakuza 4 Remastered,1465,24.42,0,9c0917bca10b54193100c6e8071bc45c8c49d095,
1105510,Yakuza 5 Remastered,965,16.08,0,0aa99cea8b752b22bd167752798d60bd1c112663,
1127500,Mini Motorways,217,3.62,0,567195f974791f4082704682b431e2a2ff358ff9,
1144200,Ready or Not,334,5.57,0,9312af21d070f126acbd2237c461b0d06d9b3e20,
1150690,OMORI,1692,28.2,0,29c42e099c6527a041bf17812d140508fab9c387,
1085660,Destiny 2,400,6.67,0,fce050d63f0a2f8eb51b603c7f30bfca2a301549,
601150,Devil May Cry 5,632,10.53,0,7ec2f6fb9069c3ae03af7e83610862090cd757bb,
1172380,STAR WARS Jedi: Fallen Order™ ,1273,21.22,0,0ea1d285a8ee6fbeef0e8f7f3b2d7fa4cbcb423b,
1174180,Red Dead Redemption 2,6024,100.4,0,5106abd9c1187a97f23295a0ba9470c94804ec6c,
203770,Crusader Kings II,24,0.4,0,56e9c15cbeb6c1f873f7f1dc757bae7618861484,
582010,Monster Hunter: World,172,2.87,0,6ec147f2d423f435e15eb79b3d82f771913de634,
220820,Zombie Driver HD,14,0.23,0,dcd38ddfa0bba3e842a6b265b72b6a4e3573a4b5,
1196590,Resident Evil Village,829,13.82,0,d97fb0681f9517c65a9d7ba9dd7e63f775375645,
678960,CODE VEIN,1787,29.78,0,e9c6697e32bc165ef0e46768079ed34a28633069,
1201270,A Space for the Unbound,709,11.82,0,e267de500ad0a05566020f2ae7b219fc709b8d70,
1201280,A Space For The Unbound - Prologue,53,0.88,0,8c79e8c6127fc66ac13210de8a912abe1b9c85d2,
1145360,Hades,1366,22.77,0,8a3fca36a00883e8066263ad35dd15d77a1f9abc,
1203710,UnMetal,223,3.72,0,86ee545e34cf6f834facae00b5e14acd30ccaeb4,
1210600,Trepang2 Demo,0,0.0,0,d28d766530481db316b30c4deb0f60b3f3d6d020,
1229380,Everhood,158,2.63,0,19d60e8341deecec3a1f9499f8a509b3bc482246,
1236300,Resident Evil Re:Verse,0,0.0,0,eb2517104ec768ea3217ca875f94925bfcf3d7bb,
1222680,Need for Speed™ Heat ,36,0.6,0,98a96955403db8eeed026bc5ff04e51e3329f1b0,
1249200,Ghostrunner Demo,25,0.42,0,8af4f3de14d50e2061e8bdbd82ec2b34a9ea80ba,
952060,Resident Evil 3,506,8.43,0,136b7a39787b0d8df93cf3b757c36ae1eb392784,
952070,RESIDENT EVIL RESISTANCE,0,0.0,0,05c0148e8e414361742c38e3709ca9cdd9c637a8,
1262350,SIGNALIS,57,0.95,0,a59153e59c9040d8a8561d78285106d88715ee20,
1245620,ELDEN RING,10877,181.28,0,b6e290dd5a92ce98f89089a207733c70c41a1871,
1167450,DAEMON X MACHINA,75,1.25,0,cfffcb9e8e4d94330dd93b6bcc4a5c31d11a13e4,
555000,GOAT OF DUTY,0,0.0,0,db089f15dc9d6efaa71611985c9826641acc2170,
797410,Headsnatchers,0,0.0,0,e627364cba9089135968dd42c31450989ec9fb91,
760620,Deiland,74,1.23,0,7c4a8c6b0b7e25dbdee9b18abf230e0f62dd684d,
442070,Drawful 2,0,0.0,0,a2aab99a9ec657f817aff247593b3310cae44288,
203160,Tomb Raider,764,12.73,0,3ee640a8aba6992678e36f4e40cba9c71c02348b,
289690,Lara Croft and the Temple of Osiris,0,0.0,0,920993a056262fb03a012c34ac9766350901021c,
1158500,Between Two Castles - Digital Edition,13,0.22,0,a62d71a0a03c53ab5d6ac852dfdcc8b0d9d700b5,
3720,Evil Genius,0,0.0,0,35d050db7d537eabf867b1a2394671fed2b5122b,
335190,200% Mixed Juice!,0,0.0,0,edb5dee52760d6b312c748debaf27444f7d24f8e,
390710,Acceleration of SUGURI 2,12,0.2,0,1bc9a3edc1a1291f91dafab6040cecc137e8b6cc,
282800,100% Orange Juice,46,0.77,0,baaf4be38deeb8a631567ee6c651ca23b65c834a,
1281930,tModLoader,1450,24.17,0,e8a125078a31b8475994e8ce4d8d6fdd6becc131,
1282150,SpongeBob SquarePants: The Cosmic Shake,156,2.6,0,03470659fca0183701b7cb5c130838f19b24c2f5,
1282270,Strinova,1,0.02,0,518dc2e6b49d69a1d5ccb7f5415d76cdb878803b,
1283220,Devolverland Expo,40,0.67,0,d6f272823e296c3df03a6c136f105f23c42ec402,
1284410,GWENT: The Witcher Card Game,125,2.08,0,3e089897714dfc658a5e62246c342e2826a708e1,
1113000,Persona 4 Golden,4508,75.13,0,295e86f2d5393325f38f33777b357d86e23c751d,
680360,Regions Of Ruin,0,0.0,0,d8f045e06bc779e2f46718cf05dea4132365a04a,
1289310,Helltaker,285,4.75,0,c4cfc91850d08836a6b49bc0509f7b0e3e17ffa4,
1290490,UNBEATABLE [white label],19,0.32,0,fe6ec997c1bf1b395cd6f548343e73c023b5861b,
368180,Polyball,0,0.0,0,5601af6a0de985425c73e057e96249a905d42bda,
274980,Influent,0,0.0,0,c9f3da0350a21796a1ed51fe3d0d02629152e78e,
34330,Total War: SHOGUN 2,0,0.0,0,2fa97296a62daf0329b3867ad6837a2289229fbb,
1321440,Cassette Beasts,342,5.7,0,025b36a9292a681265ffd1313d6041510d899db1,
435790,10 Second Ninja X,0,0.0,0,23b4f652d3c3c2716ba1d44181bfd1f39c556c69,
640590,The LEGO® NINJAGO® Movie Video Game,0,0.0,0,e73b26c11ea3dd22910565c0621a3f511ea943d3,
579110,Interkosmos,0,0.0,0,86933d9dc3ec8349db85345a2568e3c5548fb543,
406970,The Uncertain: Last Quiet Day,0,0.0,0,e93fd61da0af4423b57e9dd92e27597c9b78183f,
242700,Injustice: Gods Among Us Ultimate Edition,0,0.0,0,4ea9f28360ca77b2ced5c8ac5545fcfc6ea8ef15,
1353230,Bomb Rush Cyberfunk,741,12.35,0,485d1c4916825e0ae7e8be739bddb6d9f096a5bc,
822800,Soulfire,0,0.0,0,aca832c3c0edaf9def7ca18bc5c3fe4b6097b614,
1388590,Yakuza 6: The Song of Life,0,0.0,0,c50ac73856c541e2d6bab955369a12b1c8dceeae,
1392820,Milk inside a bag of milk inside a bag of milk,46,0.77,0,c2a9062c3a24a042d6d94ccd96cca33f2bd67fe8,
1413480,Shin Megami Tensei III Nocturne HD Remaster,69,1.15,0,e246155570505449e9bf8638f837d4e699a5c938,
1420290,No More Heroes,235,3.92,0,b602ccda086e209544e41df4258db638096c8e12,
1421760,What Comes After,34,0.57,0,56c04ef5e9959c7171d07c00cb39ab86188f7da4,
325180,AppGameKit Classic,0,0.0,0,56b06e662e5ffa0f3c1a8248ea0a15bdd4760498,
1113560,NieR Replicant ver.1.22474487139...,216,3.6,0,8ca16d03995179d1ba3a2263e03db170100c6382,
1449850,Yu-Gi-Oh!  Master Duel,1674,27.9,0,44dabbbf83223ac398db561fac195794953b2136,
1451940,NEEDY STREAMER OVERLOAD,224,3.73,0,2d9e7f71e6372b3f8b4a7a2a9f1fcfdbd28061c1,
1466640,Road 96,262,4.37,0,031fb207de40b078417ab77b2c4e00545e910ad1,
1475810,Ghostwire: Tokyo,1008,16.8,0,9b65bb20f181e58f6ff9a7bbb144830f0c44c195,
1533420,Neon White,704,11.73,0,0c26e58be78678cb80716370bd607778d85b3ab5,
582660,Black Desert,0,0.0,0,bf5ccace0a692720984827bf042143d0d4b28a42,
706220,Black Desert SA (Retired),0,0.0,0,61a2ca45ccfe2b0cafaaa2cf638ba3de87107c2d,
775500,SCARLET NEXUS,624,10.4,0,f4ef5c4520ae18b98acd229ae84f1fb4d4efdc72,
1574820,Until Then,23,0.38,0,52cf8cf1891b1b6e05a9a72ce743593e4e8a7741,
43110,Metro 2033,53,0.88,0,a70fe6dc214f24107d20596f3040dbfa220ed42d,
1235140,Yakuza: Like a Dragon,3325,55.42,0,2dd517dc392377291d18d89722d26f737795829d,
1604000,Milk outside a bag of milk outside a bag of milk,0,0.0,0,7dad6702d578a13255dd238fb7a6e6742f5d9d1f,
1622910,Still Wakes the Deep,578,9.63,0,4c7891c34a4b48b08142b518a03415dae62e123d,
1669980,Volcano Princess,252,4.2,0,af41b6930b60ea5a3d8e21ba04933284253f42cf,
1671200,HonkaiImpact 3rd,0,0.0,0,525d8e23e908bfe8cb5dcb093a4eb2528a0f55ad,
1687950,Persona 5 Royal,1157,19.28,0,2f868d8c16fc357dc7122d440b9de3916e36e6fa,
1240440,Halo Infinite,14,0.23,0,ec684b943169d675439f6cdf64fa2f2aa90d9821,
1446780,MONSTER HUNTER RISE,740,12.33,0,560dd364b52075b783424961a43c01f9b69fde15,
239140,Dying Light,160,2.67,0,d6eafb4fab916ac475bf67054332dd1c0659f8d6,
241930,Middle-earth™: Shadow of Mordor™,198,3.3,0,161afab3c9f725f593635723cc64a7fbeb324ead,
356190,Middle-earth™: Shadow of War™,0,0.0,0,316c479e5d51d21e15eb8f82338fce82c42c4115,
1817250,Ghostwire: Tokyo - Prelude,0,0.0,0,1c9362cee0ff93c4d0311432c7b9ad514e150a7c,
1850570,DEATH STRANDING DIRECTOR'S CUT,5053,84.22,25,dd1abd2566c95d1e89408570719657a663591f8f,
1462040,FINAL FANTASY VII REMAKE INTERGRADE,555,9.25,0,3cf19bc8fa3bc953d68a9b46b0a7555839188da0,
1954200,Kena: Bridge of Spirits,66,1.1,0,6aa6d99f50212e2b13ca564cdd5359f7db6b18be,
1966720,Lethal Company,0,0.0,0,8393f321a62a9ef0be762c81565d2caea4fb7da6,
1973530,Limbus Company,228,3.8,0,37cc38d5fff9b40f682abd05e7cb3f429629823c,
1985810,Call of Duty®: Black Ops Cold War,896,14.93,0,2998827956613290f9af6b771a5281249af91740,
2005010,"Warhammer 40,000: Boltgun",76,1.27,0,2ffcd2f993a8dac66c8523fb579234ffa2c83bdf,
2058180,Judgment,156,2.6,0,ac8a224f2701830963e7e1cf2495425867b78be7,
2058190,Lost Judgment,0,0.0,0,efcc6959a7385cb5b7d282c4b46bad941a9b94cc,
2073850,THE FINALS,109,1.82,0,9532db560dca3b4982f4af3f5981b6b2ce2a6909,
2089350,Hatsune Miku Logic Paint S,850,14.17,0,f8d3888d134c661d63c54c91e07ff51e989a6afc,
2106840,PARANORMASIGHT: The Seven Mysteries of Honjo,1348,22.47,0,f27d207c7456998c4e0f65320f2bd08fff2d5cd1,
40990,Mafia,0,0.0,0,3c86a0fd4f94a97b6f4ce31b5c31532e2098fe7b,
2050650,Resident Evil 4,1152,19.2,0,817358b8013c55831ea10d031ef9c0b151110826,
1693980,Dead Space,680,11.33,0,3368d467f4f60f9f07ec4c206a22184fae060be2,
482400,System Shock,405,6.75,0,02f179d02ba16944514e46cee8c614e04d2567b7,
1562430,DREDGE,738,12.3,0,c8b352e87c28aa9ffe3a4641b230beb5064a49e6,
2325290,Sky: Children of the Light,0,0.0,0,6901b8c6fdd72931f3eedcbbe07039e9c3a24be4,
1888160,ARMORED CORE™ VI FIRES OF RUBICON™,2946,49.1,306,961383bce3239632856e2e58dbf5d1893f05d808,
233270,Far Cry® 3 Blood Dragon,0,0.0,0,37ea239abeef5c5b2a90a2f821aaab745633972a,
2369390,Far Cry 6,756,12.6,0,178c21f6ed3ea43c9e5b3c9ea2919e7bca63c7b0,
2375550,Like a Dragon Gaiden: The Man Who Erased His Name,0,0.0,0,2889d0e62c052be98e4641bba32f24d025c1c5fd,
2131630,METAL GEAR SOLID - Master Collection Version,780,13.0,0,418dfb5ef08cd60d271a74a80aa2db88d333666f,
2131640,METAL GEAR SOLID 2: Sons of Liberty - Master Collection Version,898,14.97,0,d36232c8ad04a966a24289948bc7a619c43f95b1,
2131650,METAL GEAR SOLID 3: Snake Eater - Master Collection Version,943,15.72,0,4f696d96306027da84ab3e965a8004a34443728f,
2131680,METAL GEAR & METAL GEAR 2: Solid Snake,113,1.88,0,92f9faa7f41fb7256408e3810ee4c87dbf5a36f2,
2306740,METAL GEAR SOLID: MASTER COLLECTION Vol.1 BONUS CONTENT,0,0.0,0,4505efd402d35e8aa5550ccb7503c39cad2328bb,
2524890,Pixel Gun 3D: PC Edition,4,0.07,0,74fa3fd8d35a1b1cce00dc7831078c5cfedb1a6c,
2527500,MiSide,489,8.15,0,c262acd97d45a10d3102cb654dace25af7b05977,
1778820,TEKKEN 8,1120,18.67,0,379f0bd7dcf0b6b20bd9041ddfaba05fdaa77a6e,
2072450,Like a Dragon: Infinite Wealth,0,0.0,0,b6deba4e44ec723fbc8ae733dbf9afd2ba758c60,
2637990,Duck Detective: The Secret Salami,164,2.73,0,f84d21d80da084d2f00dea54187b2190187d8282,
2653790,The Exit 8,1,0.02,0,7c040c733fc64d878d8c7b8c8564eb1a9ae10238,
2679460,Metaphor: ReFantazio,2228,37.13,0,76497828e18653273818f428323bd2a5684e689d,
2215430,Ghost of Tsushima DIRECTOR'S CUT,3334,55.57,0,e87b8cbe31f7bc5f40ee6ed94ccfa18f59f04fbc,
2739990,Mahjong Soul,2057,34.28,0,3e7174adf280a550f50495144a833bb122e2a35e,
1422450,Deadlock,7,0.12,0,f6da1420a173324d49bcd470fa3eee781ad0fa5e,
3146520,WEBFISHING,71,1.18,0,f59f42d0b227a8161ac5bc5106d17fe6ba146157,
526870,Satisfactory,537,8.95,0,ee3406fe5ec813b1987ad67e37e5cd6fb4f620e6,
3301060,Desktop Mate,16,0.27,0,09d5ce6410f36449218be5e531c8217705b7bdad,
440,Team Fortress 2,1377,22.95,0,e3f595a92552da3d664ad00277fad2107345f743,
570,Dota 2,1734,28.9,0,0bbb630d63262dd66d2fdd0f7d37e8661a410075,
